year,stage,home_team,away_team,home_score,away_score,outcome,winning_team,date
1986,Group B,Iraq,Belgium,1,2,A,Belgium,1986-06-08
1986,Group C,Hungary,France,0,3,A,France,1986-06-09
1986,Group C,Soviet Union,Canada,2,0,H,Soviet Union,1986-06-09
1986,Group A,Argentina,Bulgaria,2,0,H,Argentina,1986-06-10
1986,Group A,South Korea,Italy,2,3,A,Italy,1986-06-10
1986,Group F,England,Poland,3,0,H,England,1986-06-11
1986,Group B,Mexico,Iraq,1,0,H,Mexico,1986-06-11
1986,Group B,Paraguay,Belgium,2,2,D,Tied,1986-06-11
1986,Group F,Portugal,Morocco,1,3,A,Morocco,1986-06-11
1986,Group D,Algeria,Spain,0,3,A,Spain,1986-06-12
1986,Group D,Northern Ireland,Brazil,0,3,A,Brazil,1986-06-12
1986,Group E,Denmark,West Germany,2,0,H,Denmark,1986-06-13
1986,Group E,Scotland,Uruguay,0,0,D,Tied,1986-06-13
1986,Round of 16,Mexico,Bulgaria,2,0,H,Mexico,1986-06-15
1986,Round of 16,Soviet Union,Belgium,3,4,A,Belgium,1986-06-15
1986,Round of 16,Argentina,Uruguay,1,0,H,Argentina,1986-06-16
1986,Round of 16,Brazil,Poland,4,0,H,Brazil,1986-06-16
1986,Round of 16,Italy,France,0,2,A,France,1986-06-17
1986,Round of 16,Morocco,West Germany,0,1,A,West Germany,1986-06-17
1986,Round of 16,Denmark,Spain,1,5,A,Spain,1986-06-18
1986,Round of 16,England,Paraguay,3,0,H,England,1986-06-18
1986,Quarterfinals,Brazil,France,1,1,A,France,1986-06-21
1986,Quarterfinals,Mexico,West Germany,0,0,A,West Germany,1986-06-21
1986,Quarterfinals,Argentina,England,2,1,H,Argentina,1986-06-22
1986,Quarterfinals,Spain,Belgium,1,1,A,Belgium,1986-06-22
1986,Semifinals,Argentina,Belgium,2,0,H,Argentina,1986-06-25
1986,Semifinals,France,West Germany,0,2,A,West Germany,1986-06-25
1986,Third place,France,Belgium,4,2,H,France,1986-06-28
1986,Final,Argentina,West Germany,3,2,H,Argentina,1986-06-29
1990,Group B,Argentina,Cameroon,0,1,A,Cameroon,1990-06-08
1990,Group A,Italy,Austria,1,0,H,Italy,1990-06-09
1990,Group B,Soviet Union,Romania,0,2,A,Romania,1990-06-09
1990,Group D,United Arab Emirates,Colombia,0,2,A,Colombia,1990-06-09
1990,Group C,Brazil,Sweden,2,1,H,Brazil,1990-06-10
1990,Group D,West Germany,Yugoslavia,4,1,H,West Germany,1990-06-10
1990,Group A,United States,Czechoslovakia,1,5,A,Czechoslovakia,1990-06-10
1990,Group C,Costa Rica,Scotland,1,0,H,Costa Rica,1990-06-11
1990,Group F,England,Republic of Ireland,1,1,D,Tied,1990-06-11
1990,Group E,Belgium,South Korea,2,0,H,Belgium,1990-06-12
1990,Group F,Netherlands,Egypt,1,1,D,Tied,1990-06-12
1990,Group B,Argentina,Soviet Union,2,0,H,Argentina,1990-06-13
1990,Group E,Uruguay,Spain,0,0,D,Tied,1990-06-13
1990,Group B,Cameroon,Romania,2,1,H,Cameroon,1990-06-14
1990,Group A,Italy,United States,1,0,H,Italy,1990-06-14
1990,Group D,Yugoslavia,Colombia,1,0,H,Yugoslavia,1990-06-14
1990,Group A,Austria,Czechoslovakia,0,1,A,Czechoslovakia,1990-06-15
1990,Group D,West Germany,United Arab Emirates,5,1,H,West Germany,1990-06-15
1990,Group C,Brazil,Costa Rica,1,0,H,Brazil,1990-06-16
1990,Group F,England,Netherlands,0,0,D,Tied,1990-06-16
1990,Group C,Sweden,Scotland,1,2,A,Scotland,1990-06-16
1990,Group E,Belgium,Uruguay,3,1,H,Belgium,1990-06-17
1990,Group F,Republic of Ireland,Egypt,0,0,D,Tied,1990-06-17
1990,Group E,South Korea,Spain,1,3,A,Spain,1990-06-17
1990,Group B,Argentina,Romania,1,1,D,Tied,1990-06-18
1990,Group B,Cameroon,Soviet Union,0,4,A,Soviet Union,1990-06-18
1990,Group A,Austria,United States,2,1,H,Austria,1990-06-19
1990,Group D,West Germany,Colombia,1,1,D,Tied,1990-06-19
1990,Group A,Italy,Czechoslovakia,2,0,H,Italy,1990-06-19
1990,Group D,Yugoslavia,United Arab Emirates,4,1,H,Yugoslavia,1990-06-19
1990,Group C,Brazil,Scotland,1,0,H,Brazil,1990-06-20
1990,Group C,Sweden,Costa Rica,1,2,A,Costa Rica,1990-06-20
1990,Group E,Belgium,Spain,1,2,A,Spain,1990-06-21
1990,Group F,England,Egypt,1,0,H,England,1990-06-21
1990,Group F,Republic of Ireland,Netherlands,1,1,D,Tied,1990-06-21
1990,Group E,South Korea,Uruguay,0,1,A,Uruguay,1990-06-21
1990,Round of 16,Cameroon,Colombia,2,1,H,Cameroon,1990-06-23
1990,Round of 16,Czechoslovakia,Costa Rica,4,1,H,Czechoslovakia,1990-06-23
1990,Round of 16,Brazil,Argentina,0,1,A,Argentina,1990-06-24
1990,Round of 16,West Germany,Netherlands,2,1,H,West Germany,1990-06-24
1990,Round of 16,Republic of Ireland,Romania,0,0,H,Republic of Ireland,1990-06-25
1990,Round of 16,Italy,Uruguay,2,0,H,Italy,1990-06-25
1990,Round of 16,England,Belgium,1,0,H,England,1990-06-26
1990,Round of 16,Spain,Yugoslavia,1,2,A,Yugoslavia,1990-06-26
1990,Quarterfinals,Italy,Republic of Ireland,1,0,H,Italy,1990-06-30
1990,Quarterfinals,Yugoslavia,Argentina,0,0,A,Argentina,1990-06-30
1990,Quarterfinals,Cameroon,England,2,3,A,England,1990-07-01
1990,Quarterfinals,West Germany,Czechoslovakia,1,0,H,West Germany,1990-07-01
1990,Semifinals,Italy,Argentina,1,1,A,Argentina,1990-07-03
1990,Semifinals,West Germany,England,1,1,H,West Germany,1990-07-04
1990,Third place,Italy,England,2,1,H,Italy,1990-07-07
1990,Final,West Germany,Argentina,1,0,H,West Germany,1990-07-08
1994,Group C,Germany,Bolivia,1,0,H,Germany,1994-06-17
1994,Group C,Spain,South Korea,2,2,D,Tied,1994-06-17
1994,Group A,Colombia,Romania,1,3,A,Romania,1994-06-18
1994,Group E,Italy,Republic of Ireland,0,1,A,Republic of Ireland,1994-06-18
1994,Group A,United States,Switzerland,1,1,D,Tied,1994-06-18
1994,Group F,Belgium,Morocco,1,0,H,Belgium,1994-06-19
1994,Group B,Cameroon,Sweden,2,2,D,Tied,1994-06-19
1994,Group E,Norway,Mexico,1,0,H,Norway,1994-06-19
1994,Group B,Brazil,Russia,2,0,H,Brazil,1994-06-20
1994,Group F,Netherlands,Saudi Arabia,2,1,H,Netherlands,1994-06-20
1994,Group D,Argentina,Greece,4,0,H,Argentina,1994-06-21
1994,Group C,Germany,Spain,1,1,D,Tied,1994-06-21
1994,Group D,Nigeria,Bulgaria,3,0,H,Nigeria,1994-06-21
1994,Group A,Romania,Switzerland,1,4,A,Switzerland,1994-06-22
1994, Group A,United States,Colombia,2,1,H,United States,1994-06-22
1994,Group E,Italy,Norway,1,0,H,Italy,1994-06-23
1994,Group C,South Korea,Bolivia,0,0,D,Tied,1994-06-23
1994,Group B,Brazil,Cameroon,3,0,H,Brazil,1994-06-24
1994,Group E,Mexico,Republic of Ireland,2,1,H,Mexico,1994-06-24
1994,Group B,Sweden,Russia,3,1,H,Sweden,1994-06-24
1994,Group D,Argentina,Nigeria,2,1,H,Argentina,1994-06-25
1994,Group F,Belgium,Netherlands,1,0,H,Belgium,1994-06-25
1994,Group F,Saudi Arabia,Morocco,2,1,H,Saudi Arabia,1994-06-25
1994,Group D,Bulgaria,Greece,4,0,H,Bulgaria,1994-06-26
1994,Group A,Switzerland,Colombia,0,2,A,Colombia,1994-06-26
1994,Group A,United States,Romania,0,1,A,Romania,1994-06-26
1994,Group C,Bolivia,Spain,1,3,A,Spain,1994-06-27
1994,Group C,Germany,South Korea,3,2,H,Germany,1994-06-27
1994,Group B,Brazil,Sweden,1,1,D,Tied,1994-06-28
1994,Group E,Republic of Ireland,Norway,0,0,D,Tied,1994-06-28
1994,Group E,Italy,Mexico,1,1,D,Tied,1994-06-28
1994,Group B,Russia,Cameroon,6,1,H,Russia,1994-06-28
1994,Group F,Belgium,Saudi Arabia,0,1,A,Saudi Arabia,1994-06-29
1994,Group F,Morocco,Netherlands,1,2,A,Netherlands,1994-06-29
1994,Group D,Argentina,Bulgaria,0,2,A,Bulgaria,1994-06-30
1994,Group D,Greece,Nigeria,0,2,A,Nigeria,1994-06-30
1994,Round of 16,Germany,Belgium,3,2,H,Germany,1994-07-02
1994,Round of 16,Spain,Switzerland,3,0,H,Spain,1994-07-02
1994,Round of 16,Romania,Argentina,3,2,H,Romania,1994-07-03
1994,Round of 16,Saudi Arabia,Sweden,1,3,A,Sweden,1994-07-03
1994,Round of 16,Netherlands,Republic of Ireland,2,0,H,Netherlands,1994-07-04
1994,Round of 16,United States,Brazil,0,1,A,Brazil,1994-07-04
1994,Round of 16,Mexico,Bulgaria,1,1,A,Bulgaria,1994-07-05
1994,Round of 16,Nigeria,Italy,1,2,A,Italy,1994-07-05
1994,Quarterfinals,Italy,Spain,2,1,H,Italy,1994-07-09
1994,Quarterfinals,Netherlands,Brazil,2,3,A,Brazil,1994-07-09
1994,Quarterfinals,Bulgaria,Germany,2,1,H,Bulgaria,1994-07-10
1994,Quarterfinals,Romania,Sweden,2,2,A,Sweden,1994-07-10
1994,Semifinals,Bulgaria,Italy,1,2,A,Italy,1994-07-13
1994,Semifinals,Sweden,Brazil,0,1,A,Brazil,1994-07-13
1994,Third place,Sweden,Bulgaria,4,0,H,Sweden,1994-07-16
1994,Final,Brazil,Italy,0,0,H,Brazil,1994-07-17
1998,Group A,Brazil,Scotland,2,1,H,Brazil,1998-06-10
1998,Group A,Morocco,Norway,2,2,D,Tied,1998-06-10
1998,Group B,Cameroon,Austria,1,1,D,Tied,1998-06-11
1998,Group B,Italy,Chile,2,2,D,Tied,1998-06-11
1998,Group C,France,South Africa,3,0,H,France,1998-06-12
1998,Group D,Paraguay,Bulgaria,0,0,D,Tied,1998-06-12
1998,Group C,Saudi Arabia,Denmark,0,1,A,Denmark,1998-06-12
1998,Group E,South Korea,Mexico,1,3,A,Mexico,1998-06-13
1998,Group E,Netherlands,Belgium,0,0,D,Tied,1998-06-13
1998,Group D,Spain,Nigeria,2,3,A,Nigeria,1998-06-13
1998,Group H,Argentina,Japan,1,0,H,Argentina,1998-06-14
1998,Group H,Jamaica,Croatia,1,3,A,Croatia,1998-06-14
1998,Group F,FR Yugoslavia,Iran,1,0,H,FR Yugoslavia,1998-06-14
1998,Group G,England,Tunisia,2,0,H,England,1998-06-15
1998,Group F,Germany,United States,2,0,H,Germany,1998-06-15
1998,Group G,Romania,Colombia,1,0,H,Romania,1998-06-15
1998,Group A,Brazil,Morocco,3,0,H,Brazil,1998-06-16
1998,Group A,Scotland,Norway,1,1,D,Tied,1998-06-16
1998,Group B,Chile,Austria,1,1,D,Tied,1998-06-17
1998,Group B,Italy,Cameroon,3,0,H,Italy,1998-06-17
1998,Group C,France,Saudi Arabia,4,0,H,France,1998-06-18
1998,Group C,South Africa,Denmark,1,1,D,Tied,1998-06-18
1998,Group D,Nigeria,Bulgaria,1,0,H,Nigeria,1998-06-19
1998,Group D,Spain,Paraguay,0,0,D,Tied,1998-06-19
1998,Group E,Belgium,Mexico,2,2,D,Tied,1998-06-20
1998,Group H,Japan,Croatia,0,1,A,Croatia,1998-06-20
1998,Group E,Netherlands,South Korea,5,0,H,Netherlands,1998-06-20
1998,Group H,Argentina,Jamaica,5,0,H,Argentina,1998-06-21
1998,Group F,Germany,FR Yugoslavia,2,2,D,Tied,1998-06-21
1998,Group F,United States,Iran,1,2,A,Iran,1998-06-21
1998,Group G,Colombia,Tunisia,1,0,H,Colombia,1998-06-22
1998,Group G,Romania,England,2,1,H,Romania,1998-06-22
1998,Group A,Brazil,Norway,1,2,A,Norway,1998-06-23
1998,Group B,Chile,Cameroon,1,1,D,Tied,1998-06-23
1998,Group B,Italy,Austria,2,1,H,Italy,1998-06-23
1998,Group A,Scotland,Morocco,0,3,A,Morocco,1998-06-23
1998,Group C,France,Denmark,2,1,H,France,1998-06-24
1998,Group D,Nigeria,Paraguay,1,3,A,Paraguay,1998-06-24
1998,Group C,South Africa,Saudi Arabia,2,2,D,Tied,1998-06-24
1998,Group D,Spain,Bulgaria,6,1,H,Spain,1998-06-24
1998,Group E,Belgium,South Korea,1,1,D,Tied,1998-06-25
1998,Group F,Germany,Iran,2,0,H,Germany,1998-06-25
1998,Group E,Netherlands,Mexico,2,2,D,Tied,1998-06-25
1998,Group F,United States,Serbia,0,1,A,Serbia,1998-06-25
1998,Group H,Argentina,Croatia,1,0,H,Argentina,1998-06-26
1998,Group G,Colombia,England,0,2,A,England,1998-06-26
1998,Group H,Japan,Jamaica,1,2,A,Jamaica,1998-06-26
1998,Group G,Romania,Tunisia,1,1,D,Tied,1998-06-26
1998,Round of 16,Brazil,Chile,4,1,H,Brazil,1998-06-27
1998,Round of 16,Italy,Norway,1,0,H,Italy,1998-06-27
1998,Round of 16,France,Paraguay,1,0,H,France,1998-06-28
1998,Round of 16,Nigeria,Denmark,1,4,A,Denmark,1998-06-28
1998,Round of 16,Germany,Mexico,2,1,H,Germany,1998-06-29
1998,Round of 16,Netherlands,FR Yugoslavia,2,1,H,Netherlands,1998-06-29
1998,Round of 16,Argentina,England,2,2,H,Argentina,1998-06-30
1998,Round of 16,Romania,Croatia,0,1,A,Croatia,1998-06-30
1998,Quarterfinals,Brazil,Denmark,3,2,H,Brazil,1998-07-03
1998,Quarterfinals,France,Italy,0,0,H,France,1998-07-03
1998,Quarterfinals,Germany,Croatia,0,3,A,Croatia,1998-07-04
1998,Quarterfinals,Netherlands,Argentina,2,1,H,Netherlands,1998-07-04
1998,Semifinals,Brazil,Netherlands,1,1,H,Brazil,1998-07-07
1998,Semifinals,France,Croatia,2,1,H,France,1998-07-08
1998,Third place,Netherlands,Croatia,1,2,A,Croatia,1998-07-11
1998,Final,France,Brazil,3,0,H,France,1998-07-12
2002,Group A,France,Senegal,0,1,A,Senegal,2002-05-31
2002,Group E,Germany,Saudi Arabia,8,0,H,Germany,2002-06-01
2002,Group E,Republic of Ireland,Cameroon,1,1,D,Tied,2002-06-01
2002,Group A,Uruguay,Denmark,1,2,A,Denmark,2002-06-01
2002,Group F,Argentina,Nigeria,1,0,H,Argentina,2002-06-02
2002,Group F,England,Sweden,1,1,D,Tied,2002-06-02
2002,Group B,Paraguay,South Africa,2,2,D,Tied,2002-06-02
2002,Group B,Spain,Slovenia,3,1,H,Spain,2002-06-02
2002,Group C,Brazil,Turkey,2,1,H,Brazil,2002-06-03
2002,Group G,Croatia,Mexico,0,1,A,Mexico,2002-06-03
2002,Group G,Italy,Ecuador,2,0,H,Italy,2002-06-03
2002,Group C,China PR,Costa Rica,0,2,A,Costa Rica,2002-06-04
2002,Group H,Japan,Belgium,2,2,D,Tied,2002-06-04
2002,Group D,South Korea,Poland,2,0,H,South Korea,2002-06-04
2002,Group E,Germany,Republic of Ireland,1,1,D,Tied,2002-06-05
2002,Group H,Russia,Tunisia,2,0,H,Russia,2002-06-05
2002,Group D,United States,Portugal,3,2,H,United States,2002-06-05
2002,Group E,Cameroon,Saudi Arabia,1,0,H,Cameroon,2002-06-06
2002,Group A,Denmark,Senegal,1,1,D,Tied,2002-06-06
2002,Group A,France,Uruguay,0,0,D,Tied,2002-06-06
2002,Group F,Argentina,England,0,1,A,England,2002-06-07
2002,Group B,Spain,Paraguay,3,1,H,Spain,2002-06-07
2002,Group F,Sweden,Nigeria,2,1,H,Sweden,2002-06-07
2002,Group C,Brazil,China PR,4,0,H,Brazil,2002-06-08
2002,Group G,Italy,Croatia,1,2,A,Croatia,2002-06-08
2002,Group B,South Africa,Slovenia,1,0,H,South Africa,2002-06-08
2002,Group C,Costa Rica,Turkey,1,1,D,Tied,2002-06-09
2002,Group H,Japan,Russia,1,0,H,Japan,2002-06-09
2002,Group G,Mexico,Ecuador,2,1,H,Mexico,2002-06-09
2002,Group D,South Korea,United States,1,1,D,Tied,2002-06-10
2002,Group D,Portugal,Poland,4,0,H,Portugal,2002-06-10
2002,Group H,Tunisia,Belgium,1,1,D,Tied,2002-06-10
2002,Group E,Cameroon,Germany,0,2,A,Germany,2002-06-11
2002,Group A,Denmark,France,2,0,H,Denmark,2002-06-11
2002,Group E,Saudi Arabia,Republic of Ireland,0,3,A,Republic of Ireland,2002-06-11
2002,Group A,Senegal,Uruguay,3,3,D,Tied,2002-06-11
2002,Group F,Nigeria,England,0,0,D,Tied,2002-06-12
2002,Group B,Slovenia,Paraguay,1,3,A,Paraguay,2002-06-12
2002,Group B,South Africa,Spain,2,3,A,Spain,2002-06-12
2002,Group F,Sweden,Argentina,1,1,D,Tied,2002-06-12
2002,Group C,Costa Rica,Brazil,2,5,A,Brazil,2002-06-13
2002,Group G,Ecuador,Croatia,1,0,H,Ecuador,2002-06-13
2002,Group G,Mexico,Italy,1,1,D,Tied,2002-06-13
2002,Group C,Turkey,China PR,3,0,H,Turkey,2002-06-13
2002,Group H,Belgium,Russia,3,2,H,Belgium,2002-06-14
2002,Group H,Japan,Tunisia,2,0,H,Japan,2002-06-14
2002,Group D,South Korea,Portugal,1,0,H,South Korea,2002-06-14
2002,Group D,Poland,United States,3,1,H,Poland,2002-06-14
2002,Round of 16,Denmark,England,0,3,A,England,2002-06-15
2002,Round of 16,Germany,Paraguay,1,0,H,Germany,2002-06-15
2002,Round of 16,Spain,Republic of Ireland,1,1,H,Spain,2002-06-16
2002,Round of 16,Sweden,Senegal,1,2,A,Senegal,2002-06-16
2002,Round of 16,Brazil,Belgium,2,0,H,Brazil,2002-06-17
2002,Round of 16,Mexico,United States,0,2,A,United States,2002-06-17
2002,Round of 16,Japan,Turkey,0,1,A,Turkey,2002-06-18
2002,Round of 16,South Korea,Italy,2,1,H,South Korea,2002-06-18
2002,Quarterfinals,England,Brazil,1,2,A,Brazil,2002-06-21
2002,Quarterfinals,Germany,United States,1,0,H,Germany,2002-06-21
2002,Quarterfinals,South Korea,Spain,0,0,H,South Korea,2002-06-22
2002,Quarterfinals,Senegal,Turkey,0,1,A,Turkey,2002-06-22
2002,Semifinals,South Korea,Germany,0,1,A,Germany,2002-06-25
2002,Semifinals,Brazil,Turkey,1,0,H,Brazil,2002-06-26
2002,Third place,South Korea,Turkey,2,3,A,Turkey,2002-06-29
2002,Final,Germany,Brazil,0,2,A,Brazil,2002-06-30
2006,Group A,Germany,Costa Rica,4,2,H,Germany,2006-06-09
2006,Group A,Poland,Ecuador,0,2,A,Ecuador,2006-06-09
2006,Group C,Argentina,Ivory Coast,2,1,H,Argentina,2006-06-10
2006,Group B,England,Paraguay,1,0,H,England,2006-06-10
2006,Group B,Trinidad and Tobago,Sweden,0,0,D,Tied,2006-06-10
2006,Group D,Angola,Portugal,0,1,A,Portugal,2006-06-11
2006,Group D,Mexico,Iran,3,1,H,Mexico,2006-06-11
2006,Group C,Serbia,Netherlands,0,1,A,Netherlands,2006-06-11
2006,Group F,Australia,Japan,3,1,H,Australia,2006-06-12
2006,Group E,Italy,Ghana,2,0,H,Italy,2006-06-12
2006,Group E,United States,Czech Republic,0,3,A,Czech Republic,2006-06-12
2006,Group F,Brazil,Croatia,1,0,H,Brazil,2006-06-13
2006,Group G,France,Switzerland,0,0,D,Tied,2006-06-13
2006,Group G,South Korea,Togo,2,1,H,South Korea,2006-06-13
2006,Group A,Germany,Poland,1,0,H,Germany,2006-06-14
2006,Group H,Spain,Ukraine,4,0,H,Spain,2006-06-14
2006,Group H,Tunisia,Saudi Arabia,2,2,D,Tied,2006-06-14
2006,Group A,Ecuador,Costa Rica,3,0,H,Ecuador,2006-06-15
2006,Group B,England,Trinidad and Tobago,2,0,H,England,2006-06-15
2006,Group B,Sweden,Paraguay,1,0,H,Sweden,2006-06-15
2006,Group C,Argentina,Serbia,6,0,H,Argentina,2006-06-16
2006,Group D,Mexico,Angola,0,0,D,Tied,2006-06-16
2006,Group C,Netherlands,Ivory Coast,2,1,H,Netherlands,2006-06-16
2006,Group E,Czech Republic,Ghana,0,2,A,Ghana,2006-06-17
2006,Group E,Italy,United States,1,1,D,Tied,2006-06-17
2006,Group D,Portugal,Iran,2,0,H,Portugal,2006-06-17
2006,Group F,Brazil,Australia,2,0,H,Brazil,2006-06-18
2006,Group G,France,South Korea,1,1,D,Tied,2006-06-18
2006,Group F,Japan,Croatia,0,0,D,Tied,2006-06-18
2006,Group H,Saudi Arabia,Ukraine,0,4,A,Ukraine,2006-06-19
2006,Group H,Spain,Tunisia,3,1,H,Spain,2006-06-19
2006,Group G,Togo,Switzerland,0,2,A,Switzerland,2006-06-19
2006,Group A,Costa Rica,Poland,1,2,A,Poland,2006-06-20
2006,Group A,Germany,Ecuador,3,0,H,Germany,2006-06-20
2006,Group B,Paraguay,Trinidad and Tobago,2,0,H,Paraguay,2006-06-20
2006,Group B,Sweden,England,2,2,D,Tied,2006-06-20
2006,Group D,Iran,Angola,1,1,D,Tied,2006-06-21
2006,Group C,Ivory Coast,Serbia,3,2,H,Ivory Coast,2006-06-21
2006,Group C,Netherlands,Argentina,0,0,D,Tied,2006-06-21
2006,Group D,Portugal,Mexico,2,1,H,Portugal,2006-06-21
2006,Group F,Croatia,Australia,2,2,D,Tied,2006-06-22
2006,Group E,Czech Republic,Italy,0,2,A,Italy,2006-06-22
2006,Group E,Ghana,United States,2,1,H,Ghana,2006-06-22
2006,Group F,Japan,Brazil,1,4,A,Brazil,2006-06-22
2006,Group H,Saudi Arabia,Spain,0,1,A,Spain,2006-06-23
2006,Group H,Switzerland,South Korea,2,0,H,Switzerland,2006-06-23
2006,Group G,Togo,France,0,2,A,France,2006-06-23
2006,Group G,Ukraine,Tunisia,1,0,H,Ukraine,2006-06-23
2006,Round of 16,Argentina,Mexico,2,1,H,Argentina,2006-06-24
2006,Round of 16,Germany,Sweden,2,0,H,Germany,2006-06-24
2006,Round of 16,England,Ecuador,1,0,H,England,2006-06-25
2006,Round of 16,Portugal,Netherlands,1,0,H,Portugal,2006-06-25
2006,Round of 16,Italy,Australia,1,0,H,Italy,2006-06-26
2006,Round of 16,Switzerland,Ukraine,0,0,A,Ukraine,2006-06-26
2006,Round of 16,Brazil,Ghana,3,0,H,Brazil,2006-06-27
2006,Round of 16,Spain,France,1,3,A,France,2006-06-27
2006,Quarterfinals,Germany,Argentina,1,1,H,Germany,2006-06-30
2006,Quarterfinals,Italy,Ukraine,3,0,H,Italy,2006-06-30
2006,Quarterfinals,Brazil,France,0,1,A,France,2006-07-01
2006,Quarterfinals,England,Portugal,0,0,A,Portagul,2006-07-01
2006,Semifinals,Germany,Italy,0,2,A,Italy,2006-07-04
2006,Semifinals,Portugal,France,0,1,A,France,2006-07-05
2006,Third place,Germany,Portugal,3,1,H,Germany,2006-07-08
2006,Final,Italy,France,1,1,H,Italy,2006-07-09
2010,Group A,South Africa,Mexico,1,1,D,Tied,2010-06-11
2010,Group A,Uruguay,France,0,0,D,Tied,2010-06-11
2010,Group B,Argentina,Nigeria,1,0,H,Argentina,2010-06-12
2010,Group C,England,United States,1,1,D,Tied,2010-06-12
2010,Group B,South Korea,Greece,2,0,H,South Korea,2010-06-12
2010,Group C,Algeria,Slovenia,0,1,A,Slovenia,2010-06-13
2010,Group D,Germany,Australia,4,0,H,Germany,2010-06-13
2010,Group D,Serbia,Ghana,0,1,A,Ghana,2010-06-13
2010,Group F,Italy,Paraguay,1,1,D,Tied,2010-06-14
2010,Group E,Japan,Cameroon,1,0,H,Japan,2010-06-14
2010,Group E,Netherlands,Denmark,2,0,H,Netherlands,2010-06-14
2010,Group G,Brazil,North Korea,2,1,H,Brazil,2010-06-15
2010,Group G,Ivory Coast,Portugal,0,0,D,Tied,2010-06-15
2010,Group F,New Zealand,Slovakia,1,1,D,Tied,2010-06-15
2010,Group H,Honduras,Chile,0,1,A,Chile,2010-06-16
2010,Group A,South Africa,Uruguay,0,3,A,Uruguay,2010-06-16
2010,Group H,Spain,Switzerland,0,1,A,Switzerland,2010-06-16
2010,Group B,Argentina,South Korea,4,1,H,Argentina,2010-06-17
2010,Group A,France,Mexico,0,2,A,Mexico,2010-06-17
2010,Group B,Greece,Nigeria,2,1,H,Greece,2010-06-17
2010,Group C,England,Algeria,0,0,D,Tied,2010-06-18
2010,Group D,Germany,Serbia,0,1,A,Serbia,2010-06-18
2010,Group C,Slovenia,United States,2,2,D,Tied,2010-06-18
2010,Group E,Cameroon,Denmark,1,2,A,Denmark,2010-06-19
2010,Group D,Ghana,Australia,1,1,D,Tied,2010-06-19
2010,Group E,Netherlands,Japan,1,0,H,Netherlands,2010-06-19
2010,Group G,Brazil,Ivory Coast,3,1,H,Brazil,2010-06-20
2010,Group F,Italy,New Zealand,1,1,D,Tied,2010-06-20
2010,Group F,Slovakia,Paraguay,0,2,A,Paraguay,2010-06-20
2010,Group H,Chile,Switzerland,1,0,H,Chile,2010-06-21
2010,Group G,Portugal,North Korea,7,0,H,Portugal,2010-06-21
2010,Group H,Spain,Honduras,2,0,H,Spain,2010-06-21
2010,Group B,Greece,Argentina,0,2,A,Argentina,2010-06-22
2010,Group A,Mexico,Uruguay,0,1,A,Uruguay,2010-06-22
2010,Group B,Nigeria,South Korea,2,2,D,Tied,2010-06-22
2010,Group A,South Africa,France,2,1,H,South Africa,2010-06-22
2010,Group D,Australia,Serbia,2,1,H,Australia,2010-06-23
2010,Group D,Ghana,Germany,0,1,A,Germany,2010-06-23
2010,Group C,Slovenia,England,0,1,A,England,2010-06-23
2010,Group C,United States,Algeria,1,0,H,United States,2010-06-23
2010,Group E,Cameroon,Netherlands,1,2,A,Netherlands,2010-06-24
2010,Group E,Denmark,Japan,1,3,A,Japan,2010-06-24
2010,Group F,Paraguay,New Zealand,0,0,D,Tied,2010-06-24
2010,Group F,Slovakia,Italy,3,2,H,Slovakia,2010-06-24
2010,Group H,Chile,Spain,1,2,A,Spain,2010-06-25
2010,Group G,North Korea,Ivory Coast,0,3,A,Ivory Coast,2010-06-25
2010,Group G,Portugal,Brazil,0,0,D,Tied,2010-06-25
2010,Group H,Switzerland,Honduras,0,0,D,Tied,2010-06-25
2010,Round of 16,Uruguay,South Korea,2,1,H,Uruguay,2010-06-26
2010,Round of 16,United States,Ghana,1,2,A,Ghana,2010-06-26
2010,Round of 16,Argentina,Mexico,3,1,H,Argentina,2010-06-27
2010,Round of 16,Germany,England,4,1,H,Germany,2010-06-27
2010,Round of 16,Brazil,Chile,3,0,H,Brazil,2010-06-28
2010,Round of 16,Netherlands,Slovakia,2,1,H,Netherlands,2010-06-28
2010,Round of 16,Paraguay,Japan,0,0,H,Paraguay,2010-06-29
2010,Round of 16,Spain,Portugal,1,0,H,Spain,2010-06-29
2010,Quarterfinals,Netherlands,Brazil,2,1,H,Netherlands,2010-07-02
2010,Quarterfinals,Uruguay,Ghana,1,1,H,Uruguay,2010-07-02
2010,Quarterfinals,Argentina,Germany,0,4,A,Germany,2010-07-03
2010,Quarterfinals,Paraguay,Spain,0,1,A,Spain,2010-07-03
2010,Semifinals,Uruguay,Netherlands,2,3,A,Netherlands,2010-07-06
2010,Semifinals,Germany,Spain,0,1,A,Spain,2010-07-07
2010,Third place,Uruguay,Germany,2,3,A,Germany,2010-07-10
2010,Final,Netherlands,Spain,0,1,A,Spain,2010-07-11
2014,Group A,Brazil,Croatia,3,1,H,Brazil,2014-06-12
2014,Group B,Chile,Australia,3,1,H,Chile,2014-06-13
2014,Group A,Mexico,Cameroon,1,0,H,Mexico,2014-06-13
2014,Group B,Spain,Netherlands,1,5,A,Netherlands,2014-06-13
2014,Group C,Colombia,Greece,3,0,H,Colombia,2014-06-14
2014,Group D,England,Italy,1,2,A,Italy,2014-06-14
